objectid,identifier,title,creator,recipient,date,description,subject,location,latitude,longitude,source,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,object_translation,FromThePage Slug,ID for first image
32031976,138,"Lettre de M. de Veimeranges, Intendant",Gabriel-Claude Palteau de Veimerange,"Antoine-Charles Du Houx, Baron de Vioménil",1781-05-19,,"Paris, France;Newport, Rhode Island;Victor François de Broglie, 2nd Duke of Broglie; 1718-1804;Jacques Necker; 1732-1804;Philippe Henri, marquis de Ségur; 1724-1801; Sérilly ; Chanet ;John Laurens; 1752-1782; Gabrielle Marguerite de Bourdon; 1737-1804; Mr de Charrin;Philippe Henri, marquis de Ségur; 1724-1801;Jacques Necker; 1732-1804;John Laurens; 1752-1782;Charles Gravier de Vergennes; 1719-1787; Sr Holker ;Gabriel-Claude Palteau de Veimerange; 1738-1794","Paris, Ile de France, France",48.85675965,2.351837923,,,,French,,,manifest,https://fromthepage.com/iiif/32031976/manifest,https://fromthepage.com/image-service/32573050/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32573050/full/pct:10/0/default.jpg,,/objects/transcripts/no138.md,/objects/translations/no138.md,no138,
32031979,140,Lettre de x - Considérations sur situation,,"Antoine-Charles Du Houx, Baron de Vioménil",1781-02-04,,"Frascati, Italy;Paris, France;Louis Dominique Ethis de Corny; 1736-1790;Anne-Alexandre-Marie de Montmorency-Laval, marquis de Laval; 1747-1817;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Versailles, France;Gibraltar;Frederick North, Lord North; 1732-1792;François Jean de Beauvoir, marquis de Chastellux; 1734-1788;Anne-Alexandre-Marie de Montmorency-Laval, marquis de Laval; 1747-1817","Frescati, Lazia, Italy",41.80817346,12.67526023,,,,French,,,manifest,https://fromthepage.com/iiif/32031979/manifest,https://fromthepage.com/image-service/32573055/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32573055/full/pct:10/0/default.jpg,,/objects/transcripts/no140.md,/objects/translations/no140.md,no140,
32031980,141,Lettre de x - Considérations sur situation ,,"Antoine-Charles Du Houx, Baron de Vioménil",1781-09-30,,"Frascati, Italy;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; Lévis ;Anne-Alexandre-Marie de Montmorency-Laval, marquis de Laval; 1747-1817;George Washington; 1732-1799; New York ;François Joseph Paul de Grasse; 1722-1788;George Rodney; 1718-1792;Charles-Léonard de Baylenx, marquis de Poyanne; 1718-1781;Vendôme, France;Paris, France; de Chabrillant ;Pierre Victor de Besenval de Brünstatt; 1721-1791;Charles-Léonard de Baylenx, marquis de Poyanne; 1718-1781;Charles François de Broglie; 1719-1781; de Vaux ;Casimir Pignatelli d'Egmont; 1727-1801;René Jean Mans de la Tour du Pin, marquis de la Charce; 1750-1781; de St Julien ;François Charles de Rochechouart, comte de Rochechouart; 1703-1784;Louis Philippe de Ségur; 1753-1830;Courteilles, France;Ancenis, France; de Dreux ; Gabrielle Marguerite de Bourdon; 1737-1804;Claude Bernard Loppin de Montmort; 1752-1831","Frescati, Lazia, Italy",41.80817346,12.67526023,,,,French,,,manifest,https://fromthepage.com/iiif/32031980/manifest,https://fromthepage.com/image-service/32573059/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32573059/full/pct:10/0/default.jpg,,/objects/transcripts/no141.md,/objects/translations/no141.md,no141,
32031998,145,Copie lettre du comte de Custine à Ségur sur conduite M. de la Chesnaye,"Adam Philippe, Comte de Custine","Philippe Henri, Marquis de Ségur",1781-05-29,,"Philippe Henri, marquis de Ségur; 1724-1801;Adam Philippe, Comte de Custine; 1740-1793;Newport, Rhode Island;Claude-François de la Chesnaye; de la Valette ;Armand-Charles-Augustin de La Croix, comte de Charlus; 1756-1842; de la Valette ;Claude-François de la Chesnaye;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807","Newport, Rhode Island, USA",41.49043973,-71.31161922,,,,French,,,manifest,https://fromthepage.com/iiif/32031998/manifest,https://fromthepage.com/image-service/32573124/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32573124/full/pct:10/0/default.jpg,,/objects/transcripts/no145.md,/objects/translations/no145.md,no145,
32032000,146,Lettre de Ségur - Nomination B de V gouverneur La Rochelle,"Philippe Henri, Marquis de Ségur","Antoine-Charles Du Houx, Baron de Vioménil",1781-12-05,,"Versailles, France;Louis XVI; 1754-1793;Chesapeake Bay;Louis-François-Joseph de Montmorency-Logny, prince de Montmorency;Philippe Henri, marquis de Ségur; 1724-1801","Versailles, Versailles, France",48.80759347,2.100656424,,,,French,,,manifest,https://fromthepage.com/iiif/32032000/manifest,https://fromthepage.com/image-service/32573258/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32573258/full/pct:10/0/default.jpg,,/objects/transcripts/no146.md,/objects/translations/no146.md,no146,
32030107,152,Brouillon B de V à Vaudreuil - Enquête sur perte de la Bourgogne,"Charles-Antoine Du Houx, Baron de Vioménil ","Joseph Hyacinthe François de Paule de Rigaud, comte de Vaudreuil",1783-02-21,,"Puerto Cabello, Venezuela;Pierre Joseph François Samson de Champmartin; de Bressolles ;Pierre Joseph François Samson de Champmartin; de Bressolles ;Pierre Joseph François Samson de Champmartin; de Bressolles","Porto Cabello, Carabobo, Venezuela",10.46941031,-68.0291029,,,,French,,,manifest,https://fromthepage.com/iiif/32030107/manifest,https://fromthepage.com/image-service/32547384/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32547384/full/pct:10/0/default.jpg,,/objects/transcripts/no152.md,/objects/translations/no152.md,no152,
32030117,154,Brouillon lettre B de V au Mis de Ségur - Arrivée de l'armée en Amérique du sud ,"Charles-Antoine Du Houx, Baron de Vioménil ","Philippe Henri, Marquis de Ségur",1783-02-19,,"Charles Eugène Gabriel de La Croix, marquis de Castries; 1727-1801; Boston, Masssachusetts;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;François Claude Amour, Marquis de Bouillé; 1739-1800;Guillaume Léonard de Bellecombe; 1728-1792;Charles Eugène Gabriel de La Croix, marquis de Castries; 1727-1801","Aboard the vessel ""Triomphant""",,,,,,French,,,manifest,https://fromthepage.com/iiif/32030117/manifest,https://fromthepage.com/image-service/32547497/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32547497/full/pct:10/0/default.jpg,,/objects/transcripts/no154-jpg.md,/objects/translations/no154-jpg.md,no154-jpg,
32032027,155,Brouillon lettre B de V à Mis de Castries - Arrivée armée en Amérique du sud - Perte de la Bourgogne,"Charles-Antoine Du Houx, Baron de Vioménil ","Charles Eugène Gabriel de La Croix, marquis de Castries",1783-02-19,,"Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Curaçao; Boston, Masssachusetts;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; Boston, Masssachusetts;Philippe Henri, marquis de Ségur; 1724-1801;Portsmouth, New Hampshire;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;The West Indies;Philippe Henri, marquis de Ségur; 1724-1801; Boston, Masssachusetts;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Bernardo de Gálvez; 1746-1786;François Claude Amour, Marquis de Bouillé; 1739-1800;Guillaume Léonard de Bellecombe; 1728-1792;Bernardo de Gálvez; 1746-1786;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;François Claude Amour, Marquis de Bouillé; 1739-1800; Boston, Masssachusetts;Puerto Plata, Dominican Republic;d’Espeyron;Guillaume Léonard de Bellecombe; 1728-1792;Saint-Domingue;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Puerto Plata, Dominican Republic;José Solano y Bote; 1726-1806;Bernardo de Gálvez; 1746-1786;Guillaume Léonard de Bellecombe; 1728-1792;Saint-Domingue;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Pierre Joseph François Samson de Champmartin;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802; Boston, Masssachusetts;Providence, Rhode Island;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; de Trogoff ;de Mérindol;de la Faige","Aboard the vessel ""Triomphant""",,,,,,French,,,manifest,https://fromthepage.com/iiif/32032027/manifest,https://fromthepage.com/image-service/32573584/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32573584/full/pct:10/0/default.jpg,,/objects/transcripts/no155.md,/objects/translations/no155.md,no155,
32032028,156,"Brouillon lettre B de V au Mis de Bouillé, gouverneur général des Iles sous le vent","Charles-Antoine Du Houx, Baron de Vioménil ","François Claude Amour du Chariol, marquis de Bouillé",1783-02-13,,"Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Providence, Rhode Island;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;José Solano y Bote; 1726-1806;Saint-Domingue;Bernardo de Gálvez; 1746-1786;Guillaume Léonard de Bellecombe; 1728-1792;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Curaçao; Boston, Masssachusetts;Bernardo de Gálvez; 1746-1786;Guillaume Léonard de Bellecombe; 1728-1792;Bernardo de Gálvez; 1746-1786;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Philippe Henri, marquis de Ségur; 1724-1801;Portsmouth, New Hampshire; Boston, Masssachusetts;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Bernardo de Gálvez; 1746-1786;Guillaume Léonard de Bellecombe; 1728-1792; Boston, Masssachusetts;Puerto Plata, Dominican Republic;d’Espeyron;Guillaume Léonard de Bellecombe; 1728-1792;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Puerto Plata, Dominican Republic;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802","Aboard the vessel ""Triomphant""",,,,,,French,,,manifest,https://fromthepage.com/iiif/32032028/manifest,https://fromthepage.com/image-service/32573590/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32573590/full/pct:10/0/default.jpg,,/objects/transcripts/no156.md,/objects/translations/no156.md,no156,
32032029,157,"Brouillon lettre B de V à M de Bellecombe, gouverneur de St Domingue","Charles-Antoine Du Houx, Baron de Vioménil ",Guillaume Léonard de Bellecombe,1783-02-13,,"Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Providence, Rhode Island;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;José Solano y Bote; 1726-1806;Saint-Domingue;Bernardo de Gálvez; 1746-1786;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Curaçao; Boston, Masssachusetts;Bernardo de Gálvez; 1746-1786;François Claude Amour, Marquis de Bouillé; 1739-1800;Louis XVI; 1754-1793;Providence, Rhode Island;Puerto Plata, Dominican Republic;d’Espeyron;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Puerto Plata, Dominican Republic;Antoine Charles du Houx, baron de Vioménil; 1734-1827;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;François Claude Amour, Marquis de Bouillé; 1739-1800;Bernardo de Gálvez; 1746-1786;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Bernardo de Gálvez; 1746-1786","Aboard the vessel ""Triomphant""",,,,,,French,,,manifest,https://fromthepage.com/iiif/32032029/manifest,https://fromthepage.com/image-service/32573594/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32573594/full/pct:10/0/default.jpg,,/objects/transcripts/no157.md,/objects/translations/no157.md,no157,
32032030,158,Brouillon lettre B de V à la princesse de Gueménée,"Charles-Antoine Du Houx, Baron de Vioménil ",Princesse de Gueménée,1781-07-08,,"Phillipsburg, New York;George Washington; 1732-1799; New York ;François Joseph Paul de Grasse; 1722-1788; New York ;Charles Gravier de Vergennes; 1719-1787;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; New York ;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;George Washington; 1732-1799;Benjamin Lincoln; 1733-1810;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Robert-Guillaume de Dillon; 1754-1839;Dominique Sheldon; 1760-1802","Philipsburg Encampment, New York, USA",41.01962571,-73.81775303,,,,French,,,manifest,https://fromthepage.com/iiif/32032030/manifest,https://fromthepage.com/image-service/32573598/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32573598/full/pct:10/0/default.jpg,,/objects/transcripts/no158.md,/objects/translations/no158.md,no158,
32032031,159,Brouillon lettres B de V au Mis de Castries (identique à n° 134) et à Mme Dillon,"Charles-Antoine Du Houx, Baron de Vioménil ","Charles Eugène Gabriel de La Croix, marquis de Castries",1781-04-13,,Madame Dillon ;Dominique Sheldon; 1760-1802;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Virginia;Chesapeake Bay;Mariot Arbuthnot; 1711-1794;Virginia;Dominique Sheldon; 1760-1802;Charles de Bernard de Marigny; 1740-1816;Dominique Sheldon; 1760-1802;Arthur Richard Dillon; 1721-1806,"Newport, Rhode Island, USA",41.49043973,-71.31161922,,,,French,,,manifest,https://fromthepage.com/iiif/32032031/manifest,https://fromthepage.com/image-service/32573600/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32573600/full/pct:10/0/default.jpg,,/objects/transcripts/no159.md,/objects/translations/no159.md,no159,
32030128,160,Journal de ce qui s'est passé depuis l'arrivée du corps françis au camp de Philippsburg,"Charles-Antoine Du Houx, Baron de Vioménil ",,1781-07-31,,"Phillipsburg, New York;Hudson River;Tarrytown, New York;Bernard de Neurisse;Jean-Phillipe de Verton;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; Yorktown, Virginia ;Hudson River;François Jean de Beauvoir, marquis de Chastellux; 1734-1788;Kingsbridge, New York;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Hudson River;Long Island Sound;Morisiana, New York;Throgs Neck, New York;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Pierre-François de Béville; New York ;Harlem River;Morisiana, New York;Horseneck, Connecticut;Long Island Sound;Morisiana, New York;George Washington; 1732-1799;Jacques Anne Joseph Le Prestre, marquis de Vauban; 1754-1816;Charles César de Damas d'Antigny; 1758-1829;Louis-Alexandre Berthier; 1753-1815;Ludwig von Closen-Haydenburg; 1752-1830;Louis-François-Bertrand du Point d'Aubevoye de Lauberdière; 1759-1837;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Charles César de Damas d'Antigny; 1758-1829;Anne-Alexandre-Marie de Montmorency-Laval, marquis de Laval; 1747-1817;Christian, marquis de Deux-Ponts; 1752-1817;Donatien-Marie-Joseph de Vimeur de Rochambeau; 1755-1813;Armand-Charles-Augustin de La Croix, comte de Charlus; 1756-1842;Armand-Louis Gontaut, duc de Lauzun; 1747-1793",,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030128/manifest,https://fromthepage.com/image-service/32547624/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32547624/full/pct:10/0/default.jpg,,/objects/transcripts/no160.md,/objects/translations/no160.md,no160,
32030130,161,Brouillon lettre B de V au duc du Chatelet -,"Charles-Antoine Du Houx, Baron de Vioménil ",Louis Marie Florent du Châtelet,1781-07-30,,"Phillipsburg, New York;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Newport, Rhode Island; Boston, Masssachusetts;Providence, Rhode Island;Hudson River;George Washington; 1732-1799;Waterman Tavern ;Plainfield, Connecticut;Windham, Connecticut;Bolton, Connecticut;Hartford, Connecticut ;Farmington, Connecticut;Waterbury, Connecticut;Breakneck Hill, Connecticut;Newtown, Connecticut ;Ridgebury, Connecticut; Bedford, New York;North Castle, New York;George Washington; 1732-1799;Hartford, Connecticut ;Hudson River;Peekskill, New York;Fort Washington ;Kingsbridge, New York; New York ;Harlem River;Benjamin Lincoln; 1733-1810;Peekskill, New York;Kingsbridge, New York;Fort Washington ;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;George Washington; 1732-1799;Oliver De Lancey; 1718-1785;Morisiana, New York;Elisha Sheldon; 1740-1805;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;North Castle, New York;Benjamin Lincoln; 1733-1810;Kingsbridge, New York;Fort Washington ;George Washington; 1732-1799;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Oliver De Lancey; 1718-1785;Morisiana, New York;Benjamin Lincoln; 1733-1810;George Washington; 1732-1799;Phillipsburg, New York;North Castle, New York;Tarrytown, New York;Dobbs Ferry, New York;Hudson River;Tarrytown, New York;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Kingsbridge, New York; New York ;Harlem River;Kingsbridge, New York;Morisiana, New York;Horseneck, Connecticut;Long Island Sound;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Morisiana, New York;George Washington; 1732-1799;Harlem River;Jacques Anne Joseph Le Prestre, marquis de Vauban; 1754-1816;Charles César de Damas d'Antigny; 1758-1829;Ludwig von Closen-Haydenburg; 1752-1830;Louis-François-Bertrand du Point d'Aubevoye de Lauberdière; 1759-1837;Louis-Alexandre Berthier; 1753-1815;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Charles César de Damas d'Antigny; 1758-1829;Kingsbridge, New York;Phillipsburg, New York;François Jean de Beauvoir, marquis de Chastellux; 1734-1788;Christian, marquis de Deux-Ponts; 1752-1817;Armand-Charles-Augustin de La Croix, comte de Charlus; 1756-1842;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Christian, marquis de Deux-Ponts; 1752-1817;Anne-Alexandre-Marie de Montmorency-Laval, marquis de Laval; 1747-1817;François Joseph Paul de Grasse; 1722-1788; New York ;Henry Clinton; 1730-1795;The Carolinas;Virginia; Williamsburg, Virginia;Gilbert du Motier, marquis de Lafayette; 1757-1834;Nathanael Greene; 1742-1786;Augusta, Georgia;Ninety Six, South Carolina;Camden, South Carolina;The Carolinas;Virginia;Thomas Graves; 1725-1802;Jacques-Melchior de Barras de Saint-Laurent; 1720-1792;Newport, Rhode Island;François Joseph Paul de Grasse; 1722-1788;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Claude-Gabriel, marquis de Choisy; 1723-1800;Hudson River;Kingsbridge, New York;New Rochelle, New York","Philipsburg Encampment, New York, USA",41.01962571,-73.81775303,,,,French,,,manifest,https://fromthepage.com/iiif/32030130/manifest,https://fromthepage.com/image-service/32547634/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32547634/full/pct:10/0/default.jpg,,/objects/transcripts/no161.md,/objects/translations/no161.md,no161,
32030132,162,Brouillon lettre B de V au duc du Chatelet,"Charles-Antoine Du Houx, Baron de Vioménil ",Louis Marie Florent du Châtelet,1781-05-12,,"Newport, Rhode Island;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; Louis-Marie-Florent, duc Du Châtelet; 1727-1793;Aglé Andreault de Langeron; 1759-1827;Louis XVI; 1754-1793;Charles Henri d'Estaing; 1729-1794;Cadiz, Spain;Gibraltar;Pensacola, Florida;Charles Henri d'Estaing; 1729-1794;Brest, France;François Joseph Paul de Grasse; 1722-1788;English Channel; New York ;Charles Gravier de Vergennes; 1719-1787;George Washington; 1732-1799;Hudson River; New York ;Henry Clinton; 1730-1795;Virginia;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; New York ;Henry Clinton; 1730-1795;François Joseph Paul de Grasse; 1722-1788; New York ;Charles Cornwallis, 1st Marquess Cornwallis; 1738-1805;Virginia;Gilbert du Motier, marquis de Lafayette; 1757-1834;Nathanael Greene; 1742-1786;The Carolinas;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Diane-Adélaïde de Rochechouart, duchesse du Châtelet; 1723-1794;Diane-Adélaïde de Damas d'Antigny, comtess de Simiane; 1761-1835","Newport, Rhode Island, USA",41.49043973,-71.31161922,,,,French,,,manifest,https://fromthepage.com/iiif/32030132/manifest,https://fromthepage.com/image-service/32547648/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32547648/full/pct:10/0/default.jpg,,/objects/transcripts/no162.md,/objects/translations/no162.md,no162,
32030134,163,Brouillon lettre B de V au duc du Chatelet,"Charles-Antoine Du Houx, Baron de Vioménil ",Louis Marie Florent du Châtelet,1781-03-01,,"Newport, Rhode Island;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Charles René Dominique Sochet Destouches; 1727-1793;Chesapeake Bay;James River;Gilbert du Motier, marquis de Lafayette; 1757-1834;Friedrich Wilhelm von Steuben; 1730-1794;Thomas Nelson Jr; 1738-1789;Virginia;Chesapeake Bay;Hampton, Virginia; Gabrielle Marguerite de Bourdon; 1737-1804;Charles César de Damas d'Antigny; 1758-1829;Sébastien Charles Hubert de Gestas, marquis de Lespéroux; 1752-1793; Gabrielle Marguerite de Bourdon; 1737-1804;Marie Marguerite de Wignacourt; 1717-1794;Sébastien Charles Hubert de Gestas, marquis de Lespéroux; 1752-1793;Diane-Adélaïde de Rochechouart, duchesse du Châtelet; 1723-1794;Charles César de Damas d'Antigny; 1758-1829;Paris, France;Versailles, France;Newport, Rhode Island","Newport, Rhode Island, USA",41.49043973,-71.31161922,,,,French,,,manifest,https://fromthepage.com/iiif/32030134/manifest,https://fromthepage.com/image-service/32547667/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32547667/full/pct:10/0/default.jpg,,/objects/transcripts/no163.md,/objects/translations/no163.md,no163,
32030135,164,Brouillon lettre B de V au duc de Coigny,"Charles-Antoine Du Houx, Baron de Vioménil ","François-Henri de Franquetot de Coigny, duc de Coigny",1781-02,,"George Rodney; 1718-1792;Mariot Arbuthnot; 1711-1794;Thomas Graves; 1725-1802;Henry Clinton; 1730-1795;Newport, Rhode Island;The Carolinas;Charleston, South Carolina;Charles Cornwallis, 1st Marquess Cornwallis; 1738-1805;Alexander Leslie; 1731-1794;Henry Clinton; 1730-1795;Mariot Arbuthnot; 1711-1794;Benedict Arnold; 1740-1801;Chesapeake Bay;Virginia;James River;Richmond, Virginia;Elizabeth River;Portsmouth, Virginia;Virginia;Charles René Dominique Sochet Destouches; 1727-1793;Virginia;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Anne-Alexandre-Marie de Montmorency-Laval, marquis de Laval; 1747-1817;Louis-Marie de Noailles; 1756-1804;Charles César de Damas d'Antigny; 1758-1829;Dominique Sheldon; 1760-1802;Jean-Fréderic de Chabannes; 1762-1836 ;Charles Malo François de Lameth; 1757-1832;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Charles César de Damas d'Antigny; 1758-1829;Charles René Dominique Sochet Destouches; 1727-1793;Charles de Bernard de Marigny; 1740-1816;Paris, France;Versailles, France;Newport, Rhode Island",,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030135/manifest,https://fromthepage.com/image-service/32547677/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32547677/full/pct:10/0/default.jpg,,/objects/transcripts/no164.md,/objects/translations/no164.md,no164,
32030137,165,Brouillon lettre B de V au prince de Montbarrey,"Charles-Antoine Du Houx, Baron de Vioménil ","Alexandre Marie Eleonor of Saint-Mauris, count of Montbarrey, then prince of Montbarrey",1780-10-22,,"Newport, Rhode Island;Donatien-Marie-Joseph de Vimeur de Rochambeau; 1755-1813;Newport, Rhode Island;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Lebanon, Connecticut;George Rodney; 1718-1792; New York ;Jamaica;Mariot Arbuthnot; 1711-1794;Thomas Graves; 1725-1802;Long Island, New York;Henry Clinton; 1730-1795; New York ;Virginia;Charles Cornwallis, 1st Marquess Cornwallis; 1738-1805;The Carolinas;Nathanael Greene; 1742-1786;Patrick Ferguson; 1744-1780;Charles Cornwallis, 1st Marquess Cornwallis; 1738-1805;Charleston, South Carolina;Rhode Island;Connecticut;Long Island Sound; Boston, Masssachusetts;Philadelphia, Pennsylvania;George Washington; 1732-1799;Hudson River;West Point, New York;New Windsor, New York;Jamaica; New York ;Charleston, South Carolina; New York ;George Washington; 1732-1799;Long Island, New York;Staten Island, New York;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;George Washington; 1732-1799; New York ;The Carolinas;Virginia;Charles Cornwallis, 1st Marquess Cornwallis; 1738-1805;Alexander Leslie; 1731-1794;Charles-Henri-Louis d'Arsac de Ternay; 1723-1780;Charles René Dominique Sochet Destouches; 1727-1793","Newport, Rhode Island, USA",41.49043973,-71.31161922,,,,French,,,manifest,https://fromthepage.com/iiif/32030137/manifest,https://fromthepage.com/image-service/32547691/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32547691/full/pct:10/0/default.jpg,,/objects/transcripts/no165.md,/objects/translations/no165.md,no165,
32029331,24,Copie 2 lettres Washington à Ternay,George Washington,De Ternay ,1780-09-14,,"George Washington; 1732-1799;Charles-Henri-Louis d'Arsac de Ternay; 1723-1780;Mariot Arbuthnot; 1711-1794;George Washington; 1732-1799;Charles-Henri-Louis d'Arsac de Ternay; 1723-1780;Freehold, New Jersey;George Rodney; 1718-1792;Sandy Hook, New Jersey;The West Indies; New York ;South Carolina",Bergen County and Freehold,40.26046912,-74.27416972,,,,French,,,manifest,https://fromthepage.com/iiif/32029331/manifest,https://fromthepage.com/image-service/32541308/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541308/full/pct:10/0/default.jpg,,/objects/transcripts/no24.md,/objects/translations/no24.md,no24,
32030667,75a,11 pièces sur fournitures denrées diverses au B de V Lettre des habitants de Boston à Vioménil,Inhabitants of Boston ,"Antoine-Charles Du Houx, Baron de Vioménil",,,"Antoine Charles du Houx, baron de Vioménil; 1734-1827; Boston, Masssachusetts;Faneuil Hall; Boston, Masssachusetts;Louis XVI; 1754-1793; Boston, Masssachusetts;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807","Boston, Massachussets, USA",42.36027241,-71.05680734,,,,French,,,manifest,https://fromthepage.com/iiif/32030667/manifest,https://fromthepage.com/image-service/32567493/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567493/full/pct:10/0/default.jpg,,/objects/transcripts/no75a.md,/objects/translations/no75a.md,no75a,
32030668,76a,Réponse du B de V au x habitants de Boston,"Charles-Antoine Du Houx, Baron de Vioménil ",Inhabitants of Boston,,,"Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Louis XVI; 1754-1793;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;George Washington; 1732-1799;Louis XVI; 1754-1793; Boston, Masssachusetts","Boston, Massachussets, USA",42.36027241,-71.05680734,,,,French,,,manifest,https://fromthepage.com/iiif/32030668/manifest,https://fromthepage.com/image-service/32567496/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567496/full/pct:10/0/default.jpg,,/objects/transcripts/no76a.md,/objects/translations/no76a.md,no76a,
